Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Science Fiction,Light,None,PG-13,Light,10 Cloverfield Lane,Medium,2016-03-11,5000000,72082999,108286422,2016,Mar
Drama,None,Light,PG-13,None,The Young Messiah,Light,2016-03-11,16800000,6469813,7313697,2016,Mar
Comedy,Heavy,Heavy,R,Heavy,The Bronze,Light,2016-03-18,3500000,615816,615816,2016,Mar
Comedy,Heavy,Light,R,Medium,Whiskey Tango Foxtrot,Heavy,2016-03-04,35000000,23083334,24915969,2016,Mar
Thriller,Heavy,None,R,Light,London Has Fallen,Heavy,2016-03-04,60000000,62524260,193857962,2016,Mar
Animated,Light,Light,PG,None,Zootopia,Medium,2016-03-04,150000000,341268248,1019706594,2016,Mar
Thriller,Heavy,Medium,R,Light,Triple 9,Heavy,2016-02-26,20000000,12639297,25943792,2016,Feb
Comedy,None,Light,PG-13,Light,Eddie The Eagle,Light,2016-02-26,23000000,15789389,45121177,2016,Feb
Fantasy,Light,Light,PG-13,Light,Gods Of Egypt,Medium,2016-02-26,140000000,31153464,133553464,2016,Feb
Drama,Heavy,None,R,None,Eye In The Sky,Heavy,2016-03-11,13000000,18704596,34916128,2016,Mar
Drama,Heavy,Light,PG-13,Light,Race,Light,2016-02-19,5000000,19115191,22178125,2016,Feb
Action,Light,None,Unknown,Medium,Race,Medium,2016-02-19,5000000,19115191,22178125,2016,Feb
Horror,Light,Heavy,R,None,The Witch,Heavy,2016-02-19,3500000,25138705,40454520,2016,Feb
Drama,None,Light,PG-13,None,Risen,Medium,2016-02-19,20000000,36880033,46255763,2016,Feb
Comedy,Medium,Light,R,Medium,How To Be Single,None,2016-02-12,37000000,46843513,99595932,2016,Feb
Comedy,Medium,Light,PG-13,Medium,Zoolander 2,Medium,2016-02-12,50000000,28848693,55348693,2016,Feb
Action,Heavy,Heavy,R,Heavy,Deadpool,Heavy,2016-02-12,58000000,363070709,801029249,2016,Feb
Comedy,Medium,None,PG-13,Light,"Hail, Caesar!",Light,2016-02-05,22000000,30080225,64171419,2016,Feb
Horror,None,Light,PG-13,None,Pride And Prejudice And Zombies,Medium,2016-02-05,28000000,10907291,16311335,2016,Feb
Western,Medium,None,R,Light,Forsaken,Heavy,2016-02-19,18000000,0,0,2016,Feb
Western,Heavy,None,R,Light,Jane Got A Gun,Heavy,2016-01-29,25000000,1513793,3771345,2016,Jan
Comedy,Heavy,Heavy,R,Heavy,Fifty Shades Of Black,Heavy,2016-01-29,5000000,11686940,21152319,2016,Jan
Action,Medium,None,PG-13,None,The Finest Hours,Light,2016-01-29,70000000,27569558,49252761,2016,Jan
Animated,None,None,PG,None,Kung Fu Panda 3,None,2016-01-29,140000000,143528619,518614383,2016,Jan
Horror,Medium,None,PG-13,Light,The Boy,Medium,2016-01-22,10000000,35819556,68220952,2016,Jan
Comedy,Heavy,Heavy,R,Heavy,Dirty Grandpa,Medium,2016-01-22,11500000,35593113,105241410,2016,Jan
Science Fiction,Medium,None,PG-13,Light,The 5Th Wave,Medium,2016-01-22,38000000,34912982,111336398,2016,Jan
Animated,None,None,PG,None,Norm Of The North,Light,2016-01-15,18000000,17062499,30017209,2016,Jan
Thriller,Heavy,None,R,Light,Cop Car,Heavy,2015-08-07,5000000,134552,143658,2015,Aug
Drama,None,Heavy,R,Heavy,The Diary Of A Teenage Girl,None,2015-08-07,2000000,1477002,2279959,2015,Aug
Thriller,Heavy,Light,R,None,Trash,Medium,2015-10-09,12000000,17484,6553186,2015,Oct
Action,Heavy,None,R,Light,13 Hours: The Secret Soldiers Of Benghazi,Heavy,2016-01-15,50000000,52853219,69411370,2016,Jan
Drama,Heavy,Heavy,R,Heavy,Strangerland,Medium,2015-07-10,10000000,17472,161097,2015,Jul
Comedy,Heavy,None,PG-13,None,Ride Along 2,Medium,2016-01-15,40000000,90862685,124827316,2016,Jan
Horror,Medium,None,PG-13,None,The Forest,Heavy,2016-01-08,10000000,26594261,40579218,2016,Jan
Horror,Light,None,PG-13,Light,The Vatican Tapes,Heavy,2015-07-24,13000000,1784763,14999638,2015,Jul
Animated,Heavy,Heavy,R,Heavy,Anomalisa,None,2015-12-30,8000000,3759286,5538273,2015,Dec
Drama,Light,None,PG-13,None,Joy,Light,2015-12-25,60000000,56451232,101134059,2015,Dec
Drama,Medium,Light,PG-13,None,Concussion,Medium,2015-12-25,35000000,34531832,50363790,2015,Dec
Western,Heavy,Medium,R,Medium,The Hateful Eight,Heavy,2015-12-25,62000000,54117416,145443360,2015,Dec
Drama,None,Light,PG-13,None,The Masked Saint,Medium,2016-01-08,3500000,182695,182695,2016,Jan
Drama,Medium,Light,PG-13,Light,In The Heart Of The Sea,Medium,2015-12-11,100000000,25020758,90420758,2015,Dec
Comedy,Heavy,Light,R,Medium,Sisters,Medium,2015-12-18,30000000,87044645,106030660,2015,Dec
Comedy,Heavy,Medium,R,Light,The Big Short,None,2015-12-11,28000000,70259870,133162752,2015,Dec
Action,Heavy,Light,R,Medium,The Revenant,Heavy,2015-12-25,135000000,183637894,532950503,2015,Dec
Horror,Heavy,None,PG-13,None,Krampus,Medium,2015-12-04,15000000,42725475,61788393,2015,Dec
Drama,Medium,Medium,R,Medium,Carol,Light,2015-11-20,11800000,12711491,42981766,2015,Nov
Thriller,Heavy,Medium,R,Light,Kingsman: The Secret Service,Heavy,2015-02-13,94000000,128261724,404561724,2015,Feb
Comedy,Heavy,Heavy,R,Heavy,The Night Before,Light,2015-11-20,25000000,43035725,52427346,2015,Nov
Horror,Medium,Light,PG-13,Light,Victor Frankenstein,Medium,2015-11-25,40000000,5775076,33175076,2015,Nov
Thriller,Heavy,None,PG-13,Light,Secret In Their Eyes,Medium,2015-11-20,20000000,20180155,30808558,2015,Nov
Animated,None,None,PG,None,The Good Dinosaur,Medium,2015-11-25,187500000,123087120,334350427,2015,Nov
Drama,Heavy,Light,PG-13,Light,Creed,Medium,2015-11-25,37000000,109767581,173567581,2015,Nov
Drama,Medium,None,PG-13,Light,Freeheld,Light,2015-10-02,7000000,546201,1732228,2015,Oct
Drama,Heavy,Medium,R,Heavy,By The Sea,Light,2015-11-13,20000000,538460,3727746,2015,Nov
Romance,Light,None,PG-13,Medium,Brooklyn,None,2015-11-04,11000000,38322743,62076141,2015,Nov
Animated,None,None,G,None,The Peanuts Movie,Light,2015-11-06,99000000,130178411,250474038,2015,Nov
Thriller,Medium,Light,PG-13,Light,Spectre,Medium,2015-11-06,300000000,200074175,879620923,2015,Nov
Horror,Heavy,Heavy,R,Heavy,Scouts Guide To The Zombie Apocalypse,Heavy,2015-10-30,15000000,3703046,15554855,2015,Oct
Drama,Heavy,Light,R,Light,Our Brand Is Crisis,Medium,2015-10-30,28000000,7002261,8592432,2015,Oct
Drama,Heavy,None,R,Medium,Spotlight,Light,2015-11-06,20000000,45055776,92108847,2015,Nov
Fantasy,Light,None,PG-13,None,The Last Witch Hunter,Heavy,2015-10-23,80000000,27367660,131234406,2015,Oct
Musical,Light,Light,PG,None,Jem And The Holograms,None,2015-10-23,5000000,2184640,2368937,2015,Oct
Drama,Heavy,None,R,None,Steve Jobs,Light,2015-10-09,30000000,17766658,35579007,2015,Oct
Drama,Light,Medium,PG-13,Light,Suffragette,Medium,2015-10-23,14000000,4702420,34044909,2015,Oct
Drama,Heavy,Light,R,Light,Burnt,Medium,2015-10-30,20000000,13651946,32632668,2015,Oct
Horror,Light,Light,R,Medium,Crimson Peak,Heavy,2015-10-16,55000000,31090320,75466595,2015,Oct
Drama,None,None,PG,None,Woodlawn,Light,2015-10-16,13000000,14394097,14403703,2015,Oct
Thriller,Medium,None,PG-13,None,Bridge Of Spies,Light,2015-10-16,40000000,72313754,162610473,2015,Oct
Comedy,Medium,None,PG-13,None,Goosebumps,Medium,2015-10-16,58000000,80069458,158905324,2015,Oct
Fantasy,Light,None,PG,None,Pan,Light,2015-10-09,150000000,35088320,151550856,2015,Oct
Drama,Medium,Light,PG,Light,The Walk,Light,2015-09-30,35000000,10161183,61197045,2015,Sep
Science Fiction,Heavy,Light,PG-13,None,The Martian,Medium,2015-10-02,108000000,228433663,663851905,2015,Oct
Horror,Heavy,Heavy,R,Medium,The Green Inferno,Heavy,2015-09-25,1000000,7192291,12931569,2015,Sep
Animated,None,Light,PG,None,Hotel Transylvania 2,Medium,2015-09-25,80000000,169700110,470751398,2015,Sep
Comedy,Heavy,None,PG-13,Light,The Intern,None,2015-09-25,40000000,75764672,197232734,2015,Sep
Thriller,Heavy,Light,R,Light,Sicario,Heavy,2015-09-18,30000000,46889293,84399017,2015,Sep
Thriller,Heavy,None,R,Light,Black Mass,Heavy,2015-09-18,53000000,62575678,98837872,2015,Sep
Drama,Light,Light,PG-13,Light,Captive,Medium,2015-09-18,2000000,2583301,2791973,2015,Sep
Thriller,Heavy,Light,PG-13,Medium,The Perfect Guy,Medium,2015-09-11,18000000,57027435,60278166,2015,Sep
Romance,Medium,None,PG-13,Light,Before We Go,Light,2015-09-04,3000000,37151,483938,2015,Sep
Thriller,Medium,Light,PG-13,Light,The Transporter Refueled,Medium,2015-09-04,22000000,16029670,69698495,2015,Sep
Thriller,Medium,Light,PG-13,None,The Visit,Heavy,2015-09-11,5000000,65206105,98689296,2015,Sep
Drama,None,None,PG,None,War Room,None,2015-08-28,3000000,67790117,73975239,2015,Aug
Drama,Heavy,Medium,R,Medium,We Are Your Friends,Medium,2015-08-28,2000000,3591417,10166209,2015,Aug
Comedy,Heavy,Medium,R,Light,American Ultra,Heavy,2015-08-21,28000000,14439985,30295076,2015,Aug
Horror,Heavy,None,R,None,Sinister 2,Heavy,2015-08-21,10000000,27740955,54104225,2015,Aug
Thriller,Light,Medium,PG-13,Light,The Man From U.N.C.L.E.,Medium,2015-08-14,75000000,45445109,105445109,2015,Aug
Drama,Heavy,Medium,R,Medium,Straight Outta Compton,Medium,2015-08-14,28000000,161197785,202182981,2015,Aug
Thriller,Heavy,None,R,Light,The Gift,Light,2000-12-19,10000000,12008642,44567606,2000,Dec
Thriller,Heavy,None,R,Light,The Gift,Light,2015-08-07,5000000,43787265,58978653,2015,Aug
Drama,None,None,Unknown,None,The Gift,None,2000-12-19,10000000,12008642,44567606,2000,Dec
Drama,None,None,Unknown,None,The Gift,None,2015-08-07,5000000,43787265,58978653,2015,Aug
Drama,Medium,None,PG-13,Light,Ricki And The Flash,Light,2015-08-07,18000000,26839498,41166033,2015,Aug
Romance,Heavy,Light,PG-13,Light,Paper Towns,Light,2015-07-24,12000000,32000304,85512300,2015,Jul
Drama,Heavy,Light,R,Light,Southpaw,Heavy,2015-07-24,30000000,52421953,94207861,2015,Jul
Comedy,Heavy,None,PG-13,Light,Pixels,Medium,2015-07-24,90000000,78765986,244144701,2015,Jul
Romance,Heavy,Medium,R,Heavy,Trainwreck,Medium,2015-07-17,35000000,110212700,141123897,2015,Jul
Science Fiction,Heavy,Light,PG-13,None,Ant-Man,Medium,2015-07-17,130000000,180202163,518860086,2015,Jul
Horror,Heavy,None,R,None,The Gallows,Medium,2015-07-10,100000,22764410,41753881,2015,Jul
Science Fiction,Medium,Medium,PG-13,Medium,Self/Less,Heavy,2015-07-10,26000000,12279691,33713827,2015,Jul
Comedy,Heavy,None,R,Medium,Ted 2,Light,2015-06-26,68000000,81476385,217214143,2015,Jun
Comedy,None,Light,PG,None,Minions,Medium,2015-07-10,74000000,336045770,1167245366,2015,Jul
Drama,Heavy,Medium,R,Medium,Magic Mike Xxl,Light,2015-07-01,14500000,66013057,123709460,2015,Jul
Drama,Light,None,PG,None,Max,Medium,2015-06-26,20000000,42656255,43658157,2015,Jun
Family,None,Light,PG,None,Inside Out,Light,2015-06-19,175000000,356461711,857720660,2015,Jun
Comedy,Heavy,None,R,Heavy,Dope,Medium,2015-06-19,7000000,17506470,18190831,2015,Jun
Comedy,Heavy,Heavy,R,Heavy,The Overnight,None,2015-06-19,200000,1109808,1165996,2015,Jun
Drama,Medium,Medium,R,Medium,Aloft,None,2015-05-22,8000000,53086,53086,2015,May
Comedy,Heavy,None,PG-13,Light,Me And Earl And The Dying Girl,Light,2015-06-12,8000000,6758416,9266180,2015,Jun
Science Fiction,Medium,None,PG-13,Light,Jurassic World,Medium,2015-06-12,215000000,652270625,1671713208,2015,Jun
Comedy,Heavy,Medium,R,Heavy,Entourage,Medium,2015-06-03,30000000,32363404,46352925,2015,Jun
Romance,Medium,Light,PG-13,Light,Aloha,None,2015-05-29,37000000,21052030,24935799,2015,May
Thriller,Heavy,None,PG-13,Light,San Andreas,Medium,2015-05-29,110000000,155190832,467151160,2015,May
Comedy,Heavy,Light,PG-13,Light,Hot Pursuit,None,2015-05-08,35000000,34580201,45680201,2015,May
Comedy,Medium,Light,PG-13,Medium,Pitch Perfect 2,None,2015-05-15,29000000,184296230,287641616,2015,May
Drama,Medium,None,PG-13,None,Maggie,Medium,2015-05-08,4500000,187112,597989,2015,May
Drama,Medium,None,PG-13,Light,The Water Diviner,Medium,2015-04-24,22500000,4200117,30864649,2015,Apr
Drama,Medium,Light,PG-13,Light,The Age Of Adaline,Light,2015-04-24,30000000,42629776,69057415,2015,Apr
Drama,Light,None,PG-13,None,Little Boy,Medium,2015-04-24,20000000,6485961,17684355,2015,Apr
Thriller,Medium,Light,R,Medium,Child 44,Heavy,2015-04-17,50000000,1224330,3434330,2015,Apr
Horror,Heavy,Medium,R,Light,Unfriended,Heavy,2015-04-17,1000000,32789645,62869004,2015,Apr
Drama,None,None,Unknown,None,Mr. Smith Goes To Washington,Light,1939-01-01,1500000,9000000,9000000,1939,Jan
Documentary,Light,Light,Unknown,Light,Above And Beyond,Medium,2015-01-30,1300000,288751,288751,2015,Jan
Drama,Medium,Medium,PG-13,Medium,The Longest Ride,Light,2015-04-10,34000000,37446117,63802928,2015,Apr
Thriller,Heavy,Medium,PG-13,Light,Furious 7,Heavy,2015-04-03,190000000,353007020,1518722794,2015,Apr
Drama,Light,None,PG-13,None,Woman In Gold,Light,2015-04-01,11000000,33307793,56991059,2015,Apr
Science Fiction,Heavy,Heavy,R,Medium,Ex Machina,Medium,2015-04-10,13000000,25440971,38358392,2015,Apr
Comedy,Heavy,Medium,Unknown,Light,Road Hard,Light,2015-03-06,1500000,113169,113169,2015,Mar
Comedy,Heavy,None,Unknown,Medium,Walter,Light,2015-03-13,700000,0,0,2015,Mar
Comedy,Heavy,Heavy,R,Heavy,Get Hard,Medium,2015-03-27,40000000,90411453,106511453,2015,Mar
Science Fiction,None,None,PG,None,Home,Light,2015-03-27,130000000,177397510,386069390,2015,Mar
Science Fiction,None,None,PG,None,Home,Light,2009-06-05,12000000,0,1620056,2009,Jun
Science Fiction,None,None,PG,None,Home,Light,2009-04-23,500000,15433,44793168,2009,Apr
Thriller,Heavy,Light,R,Light,The Gunman,Heavy,2015-03-20,40000000,10664749,13853999,2015,Mar
Drama,Heavy,Medium,R,Light,Danny Collins,None,2015-03-20,10000000,5637066,7501132,2015,Mar
Drama,None,None,PG-13,None,Do You Believe?,Light,2015-03-20,2300000,12985600,14305450,2015,Mar
Thriller,Heavy,None,R,Light,Run All Night,Heavy,2015-03-13,50000000,26461644,66961644,2015,Mar
Drama,None,None,PG,None,Cinderella,Light,2015-03-13,95000000,201151353,534551353,2015,Mar
Drama,None,None,PG,None,Cinderella,Light,1950-02-15,2900000,85000000,263591415,1950,Feb
Comedy,Heavy,Heavy,R,Heavy,Unfinished Business,Light,2015-03-06,35000000,10219501,12819501,2015,Mar
Horror,Medium,Heavy,R,Heavy,It Follows,Medium,2015-03-13,2000000,14674077,23250755,2015,Mar
Science Fiction,Heavy,Medium,R,Light,Chappie,Heavy,2015-03-06,49000000,31569268,105002056,2015,Mar
Thriller,Heavy,Light,R,Medium,Focus,Medium,2015-02-27,65000000,53862963,159062963,2015,Feb
Drama,Medium,None,PG-13,Light,Focus,Medium,2015-02-27,65000000,53862963,159062963,2015,Feb
Documentary,None,None,Unknown,None,Focus,None,2015-02-27,65000000,53862963,159062963,2015,Feb
Horror,Heavy,None,PG-13,Light,The Lazarus Effect,Heavy,2015-02-27,5000000,25801570,35341814,2015,Feb
Comedy,Heavy,Light,PG-13,Medium,The Duff,Light,2015-02-20,8500000,34030343,43528634,2015,Feb
Comedy,Light,Light,PG,Light,The Second Best Exotic Marigold Hotel,Light,2015-03-06,10000000,33078266,90384306,2015,Mar
Comedy,Heavy,Heavy,R,Heavy,Hot Tub Time Machine 2,Heavy,2015-02-20,14000000,12314651,12452601,2015,Feb
Drama,Light,Light,PG,None,"Mcfarland, Usa",Light,2015-02-20,17000000,44480275,45707924,2015,Feb
Drama,Medium,None,PG-13,Light,To Write Love On Her Arms,Medium,2015-03-03,3400000,0,0,2015,Mar
Drama,Medium,Heavy,R,Heavy,Fifty Shades Of Grey,Heavy,2015-02-13,40000000,166167230,570998101,2015,Feb
Science Fiction,Heavy,Medium,PG-13,Light,Jupiter Ascending,Medium,2015-02-06,179000000,47482519,181982519,2015,Feb
Science Fiction,Heavy,Light,PG-13,Medium,Project Almanac,Light,2015-01-30,12000000,22348241,32909437,2015,Jan
Drama,Heavy,Light,PG-13,None,Black Or White,Medium,2015-01-30,9000000,21571189,21571189,2015,Jan
Musical,Light,Light,PG-13,Medium,The Last Five Years,None,2015-02-13,2000000,147299,147299,2015,Feb
Drama,Medium,Light,PG-13,Medium,Song One,Light,2015-01-23,6000000,32251,437089,2015,Jan
Comedy,Medium,Medium,R,Medium,Mortdecai,Medium,2015-01-23,60000000,7696134,30396134,2015,Jan
Thriller,Medium,Heavy,R,Heavy,The Boy Next Door,Heavy,2015-01-23,4000000,36006065,53401938,2015,Jan
Comedy,Heavy,Heavy,R,Medium,The Wedding Ringer,Light,2015-01-16,23000000,64460211,80171596,2015,Jan
Drama,Heavy,Light,R,Light,American Sniper,Heavy,2014-12-25,58000000,350126372,547326372,2014,Dec
Thriller,Medium,Light,R,Medium,Blackhat,Heavy,2015-01-16,70000000,8005980,19665004,2015,Jan
Family,Light,None,PG,None,Paddington,Light,2015-01-16,55000000,76223578,259541430,2015,Jan
Drama,Medium,None,PG-13,Light,Selma,Medium,2015-01-09,20000000,52076908,66776908,2015,Jan
Thriller,Medium,Light,PG-13,Light,Taken 3,Medium,2015-01-09,48000000,89256424,327656424,2015,Jan
Drama,None,Medium,R,Medium,Mr. Turner,None,2014-12-19,14000000,3958546,25187026,2014,Dec
Drama,Medium,None,PG-13,Light,Still Alice,Light,2015-01-16,5000000,18656400,41699612,2015,Jan
Drama,Medium,Light,PG-13,Light,Unbroken,Medium,2014-12-25,65000000,115637895,163527824,2014,Dec
Musical,Light,None,PG,Light,Into The Woods,Medium,2014-12-25,56200000,128002372,213116401,2014,Dec
Mystery,Heavy,Light,PG-13,Medium,Veronica Mars,Light,2014-03-14,6000000,3322127,3485383,2014,Mar
Thriller,Heavy,Medium,R,Heavy,Addicted,Medium,2014-10-10,5000000,17390770,17499242,2014,Oct
Action,Light,Light,PG-13,None,The Hobbit: The Battle Of The Five Armies,Medium,2014-12-17,250000000,255119788,955119788,2014,Dec
Comedy,Light,Light,PG,Light,Night At The Museum: Secret Of The Tomb,Light,2014-12-19,127000000,113746621,356546621,2014,Dec
Drama,Medium,Light,PG-13,Light,Big Eyes,Light,2014-12-25,10000000,14482031,27317872,2014,Dec
Comedy,Heavy,Medium,R,Heavy,Top Five,Light,2014-12-12,12000000,25317379,25514848,2014,Dec
Action,None,None,PG-13,None,Exodus: Gods And Kings,Medium,2014-12-12,140000000,65014513,268314513,2014,Dec
Horror,Light,None,Unknown,Light,The Babadook,Heavy,2014-11-28,2000000,950792,7482387,2014,Nov
Mystery,Heavy,Heavy,R,Medium,Inherent Vice,Medium,2014-12-12,20000000,8110975,14772346,2014,Dec
Drama,Heavy,Heavy,R,Heavy,Wild,Light,2014-12-03,15000000,37880356,52460543,2014,Dec
Drama,Medium,Light,R,Light,Rosewater,Heavy,2014-11-14,10000000,3128941,3168858,2014,Nov
Drama,Medium,None,PG-13,Light,The Imitation Game,Light,2014-11-28,15000000,91125143,227773686,2014,Nov
Comedy,Heavy,Light,R,Medium,Horrible Bosses 2,Medium,2014-11-26,40000000,54445357,105945357,2014,Nov
Comedy,None,None,PG,None,Penguins Of Madagascar,Light,2014-11-26,132000000,83350911,367650911,2014,Nov
Western,Heavy,Medium,R,Medium,The Homesman,Medium,2014-11-14,16000000,2429989,8217571,2014,Nov
Comedy,Medium,Light,PG-13,Medium,Dumb And Dumber To,Medium,2014-11-14,40000000,86208010,156553592,2014,Nov
Drama,Medium,Medium,PG-13,Medium,Beyond The Lights,Medium,2014-11-14,7000000,14618727,14618727,2014,Nov
Action,None,Light,PG,None,Big Hero 6,Light,2014-11-07,165000000,222527828,652127828,2014,Nov
Science Fiction,Medium,None,PG-13,None,Interstellar,Medium,2014-11-05,165000000,188017894,667752422,2014,Nov
Drama,Light,None,PG-13,Light,The Theory Of Everything,Light,2014-11-07,15000000,35893537,123327692,2014,Nov
Thriller,Heavy,None,R,Light,Nightcrawler,Heavy,2014-10-31,8500000,32381218,50334418,2014,Oct
Drama,Medium,Light,PG-13,Light,Luther,Medium,2003-09-26,35000000,5781086,32736879,2003,Sep
Thriller,Medium,Medium,R,Light,Before I Go To Sleep,Medium,2014-10-31,22000000,3242457,19563579,2014,Oct
Documentary,None,None,PG,None,Meet The Mormons,None,2014-10-10,2000000,6047363,6049171,2014,Oct
Drama,Light,Light,PG-13,None,23 Blast,Light,2014-10-24,1000000,549185,549185,2014,Oct
Horror,Light,None,PG-13,None,Ouija,Medium,2014-10-24,5000000,50856010,103683342,2014,Oct
Thriller,Heavy,Light,R,Light,John Wick,Heavy,2014-10-24,30000000,43037835,76235001,2014,Oct
Comedy,Heavy,Light,R,Medium,Birdman Or (The Unexpected Virtue Of Ignorance),Medium,2014-10-17,18000000,42340598,103215094,2014,Oct
Drama,Heavy,Light,PG-13,Medium,The Best Of Me,Medium,2014-10-17,26000000,26766213,41059418,2014,Oct
Drama,Heavy,Light,R,Light,Fury,Heavy,2014-10-17,80000000,85817906,210315681,2014,Oct
Comedy,None,None,PG,None,The Book Of Life,Light,2014-10-17,50000000,50151543,97651543,2014,Oct
Drama,Heavy,Light,R,Light,Kill The Messenger,Light,2014-10-10,5000000,2450846,6656705,2014,Oct
Comedy,Heavy,Light,R,Medium,St. Vincent,Light,2014-10-10,13000000,44137712,54837234,2014,Oct
Drama,Heavy,None,R,None,Whiplash,Medium,2014-10-10,3300000,13092006,33474334,2014,Oct
Horror,Light,Light,PG-13,Light,Dracula Untold,Heavy,2014-10-10,70000000,55991880,220241723,2014,Oct
Drama,Heavy,Light,R,Light,The Judge,Light,2014-10-10,50000000,47119388,76119388,2014,Oct
Comedy,Light,Light,PG,None,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Light,2014-10-10,28000000,66954149,101379287,2014,Oct
Horror,Light,None,R,Light,Annabelle,Medium,2014-10-03,6500000,84273813,256862920,2014,Oct
Mystery,Heavy,Medium,R,Heavy,Gone Girl,Heavy,2014-10-03,61000000,167767189,368567189,2014,Oct
Action,Light,Light,PG,Light,The Boxtrolls,Light,2014-09-26,60000000,50837305,111946251,2014,Sep
Comedy,Heavy,Light,R,Heavy,Two Night Stand,Light,2014-09-26,1600000,15600,868081,2014,Sep
Thriller,Heavy,Light,R,Light,The Equalizer,Heavy,2014-09-26,55000000,101530738,192903624,2014,Sep
Thriller,Heavy,Medium,R,Medium,A Walk Among The Tombstones,Heavy,2014-09-19,28000000,26017685,62108587,2014,Sep
